,Sehir,İlce,Mahalle,Fiyat,brüt metrekare,Net Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Krediye Uygunluk
921,0,9,61,1650000,165 M2,127 M2,6,1,9,
922,0,14,96,770000,70 M2,55 M2,1,8,18,
923,0,14,154,785000,105 M2,95 M2,3,0,7,
924,0,9,41,1795000,150 M2,140 M2,6,3,14,
925,0,26,277,3350000,160 M2,140 M2,6,5,21,
926,0,28,43,1450000,130 M2,110 M2,3,8,18,
927,0,14,110,810000,110 M2,100 M2,3,0,11,
928,0,3,249,780000,100 M2,95 M2,3,0,17,
929,0,15,164,3900000,130 M2,105 M2,3,0,9,
930,0,7,133,2280000,124 M2,105 M2,6,8,3,
931,0,7,48,5350000,200 M2,159 M2,9,8,4,Krediye Uygun Değil
932,0,9,41,1795000,150 M2,140 M2,6,3,14,
933,0,26,277,3350000,160 M2,140 M2,6,5,21,
934,0,28,43,1450000,130 M2,110 M2,3,8,18,
935,0,14,110,810000,110 M2,100 M2,3,0,11,
936,0,3,249,780000,100 M2,95 M2,3,0,17,
937,0,15,164,3900000,130 M2,105 M2,3,0,9,
938,0,7,133,2280000,124 M2,105 M2,6,8,3,
939,0,7,48,5350000,200 M2,159 M2,9,8,4,Krediye Uygun Değil
940,0,35,9,1049999,85 M2,80 M2,3,5,18,
941,0,35,223,2430000,125 M2,100 M2,6,0,5,
942,0,17,158,2175000,300 M2,265 M2,13,3,7,
943,0,24,68,2150000,80 M2,68 M2,3,7,12,
944,0,33,213,875000,65 M2,64 M2,1,8,16,
945,0,34,258,2050000,190 M2,165 M2,7,8,10,
946,0,27,233,749000,75 M2,56 M2,3,2,5,
947,0,7,253,3350000,150 M2,135 M2,6,7,18,
948,0,7,253,2900000,135 M2,100 M2,3,7,6,
949,0,7,107,975000,100 M2,90 M2,3,6,5,
950,0,22,137,1750000,140 M2,130 M2,10,0,7,
951,0,14,249,1200000,70 M2,58 M2,1,8,9,
952,0,27,102,2680000,800 M2,300 M2,17,2,18,
953,0,10,101,2350000,70 M2,65 M2,1,5,5,Krediye Uygun Değil
954,0,33,170,1695000,95 M2,75 M2,3,8,14,
955,0,10,101,2350000,70 M2,65 M2,1,5,18,Krediye Uygun Değil
956,0,9,8,3150000,245 M2,235 M2,10,8,3,
957,0,0,63,1875000,140 M2,120 M2,6,7,14,
958,0,16,127,2000000,130 M2,125 M2,6,5,5,
959,0,33,113,1250000,80 M2,75 M2,3,7,3,
960,0,35,190,4150000,135 M2,110 M2,6,7,5,
961,0,15,158,2100000,125 M2,120 M2,6,0,7,
962,0,15,158,2100000,125 M2,120 M2,6,0,7,
963,0,25,136,550000,90 M2,75 M2,3,8,16,
964,0,34,197,1320000,100 M2,85 M2,3,2,7,
965,0,25,136,550000,90 M2,75 M2,3,8,16,Krediye Uygun Değil
966,0,23,88,2380000,95 M2,75 M2,3,0,9,
967,0,3,87,1530000,115 M2,110 M2,6,1,5,
968,0,33,29,1100000,90 M2,80 M2,3,7,10,
969,0,17,135,860000,140 M2,130 M2,10,2,16,
970,0,15,243,1480000,85 M2,80 M2,3,0,5,
971,0,7,35,10000000,330 M2,300 M2,13,5,18,
972,0,11,221,6985000,130 M2,120 M2,5,5,18,
973,0,34,147,900000,80 M2,65 M2,3,1,18,
974,0,33,161,1525000,95 M2,80 M2,3,0,9,
975,0,33,213,1395000,95 M2,85 M2,3,0,3,
976,0,23,46,2350000,120 M2,100 M2,6,6,7,
977,0,19,73,4390000,91 M2,71 M2,6,8,18,
978,0,19,51,5390000,240 M2,210 M2,9,5,3,
979,0,3,198,1475000,135 M2,125 M2,6,5,10,
980,0,29,245,670000,89 M2,80 M2,3,5,5,Bilinmiyor
981,0,5,130,2450000,190 M2,180 M2,10,0,21,
982,0,21,158,2750000,80 M2,70 M2,3,7,5,
983,0,21,72,2200000,80 M2,65 M2,3,4,4,
984,0,18,15,2500000,125 M2,115 M2,6,2,5,
985,0,3,283,1150000,115 M2,100 M2,3,5,3,
986,0,9,8,2950000,230 M2,200 M2,10,0,22,
987,0,23,264,1680000,100 M2,90 M2,3,7,16,
988,0,22,58,1595000,110 M2,105 M2,6,8,3,
989,0,20,200,1450000,115 M2,95 M2,6,0,18,
990,0,20,200,1495000,115 M2,95 M2,6,0,18,
991,0,14,249,650000,75 M2,70 M2,1,7,9,Krediye Uygun Değil
992,0,20,200,1775000,115 M2,95 M2,6,0,3,
993,0,25,153,1350000,130 M2,120 M2,6,8,7,
994,0,21,72,1500000,90 M2,80 M2,3,8,3,
995,0,3,199,1649000,105 M2,95 M2,3,0,3,
996,0,3,198,2450000,120 M2,115 M2,6,8,3,
997,0,33,207,1200000,105 M2,90 M2,3,0,18,
998,0,11,247,2600000,80 M2,75 M2,3,5,0,
999,0,29,207,650000,120 M2,115 M2,3,3,7,Krediye Uygun Değil
1000,0,14,37,515000,95 M2,85 M2,3,6,16,
1001,0,19,51,2595000,130 M2,110 M2,6,5,13,
1002,0,33,158,850000,78 M2,65 M2,3,8,18,
1003,0,20,225,3150000,140 M2,120 M2,6,6,10,
1004,0,30,180,2850000,125 M2,100 M2,6,0,11,
1005,0,21,192,21000000,215 M2,190 M2,3,6,4,
1006,0,21,192,16500000,90 M2,80 M2,1,6,4,
1007,0,24,224,2500000,120 M2,110 M2,6,1,3,
1008,0,1,40,4750000,120 M2,95 M2,3,2,4,
1009,0,19,157,4650000,140 M2,110 M2,6,2,3,
1010,0,28,161,949000,115 M2,105 M2,3,0,7,
1011,0,28,161,1600000,190 M2,170 M2,10,0,10,
1012,0,25,5,915000,89 M2,80 M2,3,0,5,
1013,0,35,9,1040000,85 M2,80 M2,3,5,7,
1014,0,23,269,1495000,75 M2,65 M2,3,6,16,
1015,0,23,146,765000,70 M2,58 M2,1,5,3,Krediye Uygun Değil
1016,0,23,18,1900000,115 M2,95 M2,3,5,5,
1017,0,18,93,2000000,160 M2,150 M2,12,0,21,
1018,0,29,3,450000,100 M2,90 M2,3,5,16,
1019,0,19,51,1650000,110 M2,88 M2,6,5,18,
1020,0,24,282,1250000,95 M2,85 M2,3,7,3,
1021,0,3,198,1425000,105 M2,93 M2,3,0,3,
1022,0,3,198,1425000,105 M2,93 M2,3,0,3,
1023,0,13,81,649000,103 M2,90 M2,3,8,16,
1024,0,29,56,799000,95 M2,90 M2,3,0,18,
1025,0,29,222,1149000,100 M2,95 M2,3,7,5,
1026,0,29,274,855000,135 M2,130 M2,6,2,18,
1027,0,19,202,6950000,153 M2,138 M2,6,6,10,
1028,0,14,271,650000,98 M2,88 M2,3,2,3,
1029,0,21,158,1900000,200 M2,180 M2,12,8,18,
1030,0,37,1,2100000,90 M2,80 M2,3,5,3,
1031,0,19,84,4150000,110 M2,80 M2,6,8,7,
1032,0,29,149,1695000,190 M2,170 M2,3,0,21,
1033,0,9,8,1399999,120 M2,110 M2,3,0,9,
1034,0,14,156,525000,100 M2,85 M2,1,0,16,
1035,0,23,18,1090000,50 M2,40 M2,1,8,16,
1036,0,24,282,1250000,95 M2,85 M2,3,0,9,
1037,0,3,234,1500000,130 M2,120 M2,6,0,9,
1038,0,17,119,995000,98 M2,90 M2,3,2,18,
1039,0,21,158,745000,70 M2,65 M2,1,2,18,
1040,0,14,189,615000,100 M2,95 M2,3,0,18,
1041,0,30,231,2200000,123 M2,100 M2,6,0,3,
1042,0,14,270,645000,120 M2,110 M2,3,8,18,
1043,0,13,218,450000,144 M2,100 M2,3,3,22,Krediye Uygun Değil
1044,0,28,161,890000,110 M2,100 M2,6,0,7,
1045,0,25,235,850000,95 M2,80 M2,3,0,7,
1046,0,34,229,770000,65 M2,55 M2,1,0,16,
1047,0,14,169,990000,235 M2,230 M2,10,8,3,
1048,0,21,99,540000,72 M2,64 M2,1,5,10,Krediye Uygun Değil
1049,0,24,109,675000,190 M2,150 M2,6,5,10,
1050,0,9,61,539999,110 M2,95 M2,3,0,18,
1051,0,3,283,839000,75 M2,65 M2,3,8,16,
1052,0,9,61,539999,110 M2,95 M2,3,0,18,
1053,0,3,283,839000,75 M2,65 M2,3,8,16,
1054,0,23,18,2990000,130 M2,100 M2,6,6,7,
1055,0,14,249,1150000,85 M2,75 M2,1,7,4,
1056,0,34,31,5450000,176 M2,150 M2,6,2,3,
1057,0,17,39,1835000,195 M2,175 M2,9,8,7,
1058,0,7,253,2900000,139 M2,114 M2,3,8,4,
